abstract_key,PMID,Title,Dataset,n_sentences,tertile__within_results_analogue,tertile__conclusion_results_analogue,tertile__final_similarity_to_opening_analogue,tertile__closing_to_opening_analogue,tertile__methods_aim_analogue,tertile__results_aim_analogue,quintile__within_results_analogue,quintile__conclusion_results_analogue,quintile__final_similarity_to_opening_analogue,quintile__closing_to_opening_analogue,quintile__methods_aim_analogue,quintile__results_aim_analogue,template__within_Background_similarity,template__within_Aim_similarity,template__within_Methods_similarity,template__within_Results_similarity,template__within_Conclusion_similarity,template__within_Limitation/Future_similarity,template__conclusion_to_aim_alignment,template__conclusion_to_results_alignment,template__results_to_methods_alignment,template__methods_to_aim_alignment,template__results_to_aim_alignment,template__final_similarity_to_opening_anchor,template__conclusion_to_background_plus_aim_alignment,template__conclusion_plus_future_to_background_plus_aim_alignment
Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,13,0.3606233679488986,0.3915442824363708,0.3294508457183838,0.6145709156990051,0.4547277092933655,0.4547277092933655,0.2946048064165482,0.2777273654937744,0.3388382196426391,0.4971297085285187,0.1737459748983383,0.3200251162052154,0.0028676490854014,,0.3728243360998353,0.2251473462768597,0.6320096662567041,,0.2381382137537002,0.4979902505874634,0.5367594957351685,0.4113314747810364,0.3903156220912933,0.3326728940010071,0.440620094537735,0.440620094537735
"Review::39808292::Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",Review,12,0.3481374796590408,0.7124351263046265,0.6031894683837891,0.7019971609115601,0.7258646488189697,0.7258646488189697,0.2379445721248244,0.3044557571411133,0.7645474672317505,0.7372409701347351,0.7635890245437622,0.0082864239811897,,,0.2099342549333243,0.194938771611602,0.0538357620236989,,0.563484787940979,0.7726240158081055,0.6805529594421387,0.6675193309783936,0.6038322448730469,0.7645474672317505,0.6032466888427734,0.6032466888427734
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,15,0.2547836902950046,0.5871164202690125,0.555341362953186,0.7418588995933533,0.6361590623855591,0.6361590623855591,0.2782981131863682,0.4476729035377502,0.5413336753845215,0.6330935955047607,0.489814817905426,0.6260089874267578,,,0.2326414710501424,0.4083308615217705,0.223020633156495,,0.4646814465522766,0.5560131669044495,0.4131219983100891,0.2162841409444809,0.711645245552063,0.5338495969772339,0.6784265041351318,0.6784265041351318
Review::34608627::Periodontitis and Systemic Lupus Erythematosus: A systematic review and meta-analysis.,34608627,Periodontitis and Systemic Lupus Erythematosus: A systematic review and meta-analysis.,Review,12,0.2096312373611738,0.6160141825675964,0.6472461223602295,0.786978006362915,0.6742100119590759,0.6742100119590759,0.6674544732754528,0.753454327583313,0.4421069920063019,0.5358836650848389,0.6065039038658142,0.4801538586616516,,,0.2001667610657201,0.6363288265904136,0.6523908872742868,,0.2947843074798584,0.8713327646255493,0.6390109062194824,0.4411234259605407,0.3186041414737701,0.4421069920063019,0.5104389786720276,0.5104389786720276
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,14,0.2907679034022334,0.6172840595245361,0.4372382760047912,0.5565868616104126,0.6830815672874451,0.6830815672874451,0.3662639708539995,0.681618332862854,0.4609189629554748,0.63861083984375,0.4770486652851105,0.5013567209243774,-0.0439891155900911,,0.2476642631544268,0.2098387146875047,0.6165976457396981,,0.1667823791503906,0.6577075719833374,0.7551931142807007,0.4587401151657104,0.3034064769744873,0.4378626644611358,0.5082341432571411,0.5082341432571411
Review::24880982::Does periodontal treatment influence clinical and biochemical measures for rheumatoid arthritis? A systematic review and meta-analysis.,24880982,Does periodontal treatment influence clinical and biochemical measures for rheumatoid arthritis? A systematic review and meta-analysis.,Review,12,0.1474745950196449,0.6795514822006226,0.910218358039856,0.8116692304611206,0.5268656015396118,0.5268656015396118,0.0978565575608014,0.3443692922592163,0.8753647804260254,0.8451268672943115,0.7005633115768433,0.2291731536388397,,,0.3043833038654548,0.1950264292524279,0.2259352485252057,,0.702716588973999,0.6996055841445923,0.6669241189956665,0.6641192436218262,0.7295347452163696,0.8753647804260254,0.6838240623474121,0.6838240623474121
Review::23151293::Effect of periodontal therapy on prevention of gastric Helicobacter pylori recurrence: a systematic review and meta-analysis.,23151293,Effect of periodontal therapy on prevention of gastric Helicobacter pylori recurrence: a systematic review and meta-analysis.,Review,11,0.336475101793559,0.451766699552536,0.1486555933952331,0.7531799674034119,0.2283197045326233,0.2283197045326233,0.0951676452090045,0.6222166419029236,0.1117263883352279,0.5341647267341614,0.4359704554080963,0.6843444108963013,,,0.2218140736921866,0.1409619650078881,0.0294576468675666,,0.7089876532554626,0.6643729209899902,0.6792228817939758,0.4542926549911499,0.5292112827301025,0.1117263883352279,0.711688756942749,0.711688756942749
Review::37023342::Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,Review,10,0.4438748773040006,0.6400997042655945,0.3225991129875183,0.5802454948425293,0.6657036542892456,0.6657036542892456,0.3494792205345838,0.5279324054718018,0.3456998467445373,0.4396569728851318,0.6746187210083008,0.491271048784256,,,0.3722051728005351,0.4031787781356581,0.5211800931804237,,0.4731658697128296,0.5089146494865417,0.7713961005210876,0.4042214751243591,0.347693532705307,0.3456998467445373,0.4396569728851318,0.4396569728851318
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,18,0.3940001834056016,0.8308665156364441,0.7638833522796631,0.6600648164749146,0.6951943635940552,0.6951943635940552,0.5368809016329698,0.7845845818519592,0.5522183179855347,0.4551208615303039,0.4852480888366699,0.5614866018295288,0.5752419587730412,,0.3203481831397877,0.3607375742528865,0.2730937616489419,,0.649478554725647,0.7644782066345215,0.7937753200531006,0.6379436254501343,0.5402878522872925,0.5522183179855347,0.5321162939071655,0.5321162939071655
Review::32051966::Association Between Periodontitis and Nosocomial Pneumonia: A Systematic Review and Meta-analysis of Observational Studies.,32051966,Association Between Periodontitis and Nosocomial Pneumonia: A Systematic Review and Meta-analysis of Observational Studies.,Review,13,0.4644967677793639,0.4280316829681396,0.4157228469848633,0.590247392654419,0.4782748222351074,0.4782748222351074,0.3006914425455755,0.5009883046150208,0.5777376890182495,0.6755470633506775,0.152008518576622,0.3869693279266357,-0.0151235082935414,,0.3649339598796615,0.2574334465361605,0.8447016712562575,,0.040177971124649,0.3667084574699402,0.5854610204696655,0.5001886487007141,0.4430429935455322,0.4579513072967529,0.4999406337738037,0.4999406337738037
Review::31969148::Effects of non-surgical periodontal therapy on systemic inflammation and metabolic markers in patients undergoing haemodialysis and/or peritoneal dialysis: a systematic review and meta-analysis.,31969148,Effects of non-surgical periodontal therapy on systemic inflammation and metabolic markers in patients undergoing haemodialysis and/or peritoneal dialysis: a systematic review and meta-analysis.,Review,14,0.334106092685703,0.7674952745437622,0.4668140411376953,0.5182123184204102,0.648625373840332,0.648625373840332,0.2227194956534855,0.6294827461242676,0.4771490097045898,0.3805328607559204,0.4240718781948089,0.3803069591522217,-0.0206624484731212,,0.3312281346743331,0.294740026420186,0.5725081083053248,,0.2847384214401245,0.6902454495429993,0.6660444736480713,0.531457781791687,0.3200010955333709,0.4744814038276672,0.4310898780822754,0.4310898780822754
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,16,0.4083396749602324,0.6927161812782288,0.5248738527297974,0.5715031623840332,0.3690828680992126,0.3690828680992126,0.4455449243375679,0.5269283652305603,0.6350972056388855,0.5820000767707825,0.399388313293457,0.2247408777475357,0.7419164358536738,,0.1986171325006696,0.3773643468402508,0.1789093520668311,,0.3194181323051452,0.3528054356575012,0.6558637022972107,0.1676110029220581,0.290942519903183,0.6350972056388855,0.6691023707389832,0.6691023707389832
Review::20024665::Photodynamic therapy as an adjunctive treatment for chronic periodontitis: a meta-analysis.,20024665,Photodynamic therapy as an adjunctive treatment for chronic periodontitis: a meta-analysis.,Review,12,0.1841029707573949,0.4315898418426513,0.2063877433538437,0.4135220944881439,0.2728894352912903,0.2728894352912903,0.1376776932180907,0.449343204498291,0.0140281599014997,0.1586400270462036,0.329881489276886,0.149713709950447,,,0.1991781685592987,0.1689739878922007,0.3849989005647085,,0.1088288351893425,0.5261703729629517,0.5533202886581421,0.3836825489997864,0.2093569934368133,0.0140281599014997,0.0778297036886215,0.0778297036886215
Review::40335202::PERIODONTITIS AS A RISK FACTOR FOR DEMENTIA: A SYSTEMATIC REVIEW AND META-ANALYSIS.,40335202,PERIODONTITIS AS A RISK FACTOR FOR DEMENTIA: A SYSTEMATIC REVIEW AND META-ANALYSIS.,Review,13,0.2319860042941302,0.4212180376052856,0.5982547998428345,0.6842186450958252,0.5098414421081543,0.5098414421081543,0.4310332549157888,0.8308299779891968,0.5350631475448608,0.6172196865081787,0.5859679579734802,0.5990609526634216,-0.0156975576960325,,0.2012471285781988,0.5366749584705768,0.7229247512248108,,0.8684622049331665,0.8227561116218567,0.4011809825897217,0.4135078489780426,0.8688534498214722,0.6631907224655151,0.7943834662437439,0.7943834662437439
"Review::38629069::Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,12,0.7363630442355346,0.7385505437850952,0.2654309868812561,0.6676433086395264,0.7513086795806885,0.7513086795806885,0.0522861846112443,0.600109338760376,0.1726158857345581,0.719243049621582,0.833633542060852,0.5754448771476746,,,0.2820133789864835,0.4367223707469225,0.2323903295442713,,0.4823880791664123,0.5279161930084229,0.787757396697998,0.8346855044364929,0.7556808590888977,0.1726158857345581,0.5062172412872314,0.5062172412872314
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,13,0.2524267114584884,0.7511916160583496,0.7858812808990479,0.7376112937927246,0.6832363605499268,0.6832363605499268,0.129550803947659,0.5907890200614929,0.7354402542114258,0.6256047487258911,0.638369083404541,0.3610350489616394,0.4256486958193211,,0.1975975395548181,0.2102536388261282,0.0046485199179074,,0.6939226388931274,0.6180312633514404,0.7282238006591797,0.7238751649856567,0.6305913329124451,0.8575531244277954,0.6331768035888672,0.6331768035888672
Review::35797566::A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,Review,15,0.2536168079760524,0.7205124497413635,0.5031803846359253,0.6279940009117126,0.6668699979782104,0.6668699979782104,0.5357951860404078,0.7639967799186707,0.5046548247337341,0.6641120910644531,0.5877357721328735,0.5322628617286682,,,0.2880656917468836,0.3022969746666039,0.1723781597161313,,0.6309773325920105,0.6777253150939941,0.7341780662536621,0.6361609697341919,0.3900133967399597,0.4192620813846588,0.4970580339431762,0.4970580339431762
Review::33864280::Periodontal health status of children and adolescents with diabetes mellitus: a systematic review and meta-analysis.,33864280,Periodontal health status of children and adolescents with diabetes mellitus: a systematic review and meta-analysis.,Review,8,0.3255225659353594,0.3270215392112732,0.5024293661117554,0.4499560594558716,0.2651981711387634,0.2651981711387634,0.127277007874032,0.6258831024169922,0.182482048869133,0.2605838179588318,0.2328549474477768,0.1661161035299301,,,0.3255225659353594,0.7946714680958328,,,0.6372470259666443,0.4065149128437042,0.2961980402469635,0.3279059529304504,0.2947083413600921,0.5024293661117554,0.5024293661117554,0.5024293661117554
Review::25261053::Global burden of severe periodontitis in 1990-2010: a systematic review and meta-regression.,25261053,Global burden of severe periodontitis in 1990-2010: a systematic review and meta-regression.,Review,11,0.322654950561625,0.7378758788108826,0.3193846940994262,0.3934728503227234,0.5471225380897522,0.5471225380897522,0.8407304478406562,0.7078184485435486,0.3675344288349151,0.4520166516304016,0.5974310636520386,0.3632475733757019,,,0.274612982270714,0.6824129446227669,0.3745938812404282,,0.1453753262758255,0.6772600412368774,0.5274289846420288,0.5128217935562134,0.1531802117824554,0.3675344288349151,0.4844701588153839,0.4844701588153839
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,17,0.2770436295350066,0.4820187389850616,0.1516286432743072,0.6505520343780518,0.2459409683942794,0.2459409683942794,0.1857169767236232,0.6980277895927429,0.0971529334783554,0.5517290830612183,0.2512277960777282,0.414883017539978,0.108208416910258,0.7282237623600716,0.2339617316617232,0.2376201672906704,0.1158520998002954,,0.5236235857009888,0.6556534171104431,0.6047636270523071,0.1538505107164383,0.6349702477455139,0.1319048553705215,0.4963529109954834,0.4963529109954834
Review::35119242::Is there an association between periodontal diseases and ABO blood group? Systematic review and meta-analysis.,35119242,Is there an association between periodontal diseases and ABO blood group? Systematic review and meta-analysis.,Review,18,0.2631133622063633,0.6037790179252625,0.0788565874099731,0.646163821220398,0.5193538665771484,0.5193538665771484,0.3693676138438844,0.4112902283668518,0.1122294962406158,0.4990383088588714,0.4465497732162475,0.2814331352710724,0.0306615398481735,,0.2318251179117222,0.300137052693581,0.0445772982627425,,0.1072444692254066,0.4958589076995849,0.6621710658073425,-0.0187082793563604,-0.0109354807063937,0.1122294962406158,0.4142763614654541,0.4142763614654541
Review::40576216::The Impacts of Probiotics Supplementation on the Treatment of Periodontitis: An Umbrella Meta-Analysis.,40576216,The Impacts of Probiotics Supplementation on the Treatment of Periodontitis: An Umbrella Meta-Analysis.,Review,13,0.2990937988881134,0.5437800288200378,0.7928174734115601,0.634783923625946,0.3039772510528564,0.3039772510528564,0.3243983764185799,0.5723006725311279,0.8527899980545044,0.572478175163269,0.4454130232334137,0.5086544752120972,0.780425870992891,,0.2499287006528518,0.2445798544868988,0.0171525889941516,,0.0678541660308837,0.5462090969085693,0.6202675104141235,0.2637558877468109,0.2383343130350113,0.7638509273529053,0.5636584162712097,0.5636584162712097
Review::26881700::Clinical research activity in periodontal medicine: a systematic mapping of trial registers.,26881700,Clinical research activity in periodontal medicine: a systematic mapping of trial registers.,Review,11,0.5328900023621096,0.7774225473403931,0.7662060856819153,0.8028939962387085,0.6836766004562378,0.6836766004562378,0.3914448145733413,0.2330067753791809,0.8232700824737549,0.922391951084137,0.7805033922195435,0.2875939607620239,,,0.3691802215400452,0.2831339816770654,0.7520670943106359,,0.8713619709014893,0.5244547724723816,0.6916139125823975,0.685513973236084,0.4876278042793274,0.8232700824737549,0.8764594197273254,0.8764594197273254
"Review::40218924::The Role of Vitamin B Complex in Periodontal Disease: A Systematic Review Examining Supplementation Outcomes, Age Differences in Children and Adults, and Aesthetic Changes.",40218924,"The Role of Vitamin B Complex in Periodontal Disease: A Systematic Review Examining Supplementation Outcomes, Age Differences in Children and Adults, and Aesthetic Changes.",Review,11,0.3221719505765548,0.7296099066734314,0.8986468315124512,0.8543065190315247,0.6423420906066895,0.6423420906066895,0.6654366133866596,0.7237613797187805,0.9052590131759644,0.8319755792617798,0.6634417772293091,0.7947490215301514,,,0.3354089409935204,0.4721681407732461,0.8018704364220899,,0.88758385181427,0.8016780614852905,0.7128421068191528,0.7110668420791626,0.741796612739563,0.9052590131759644,0.899051308631897,0.899051308631897
Review::33904994::Association between clinical measures of gingival inflammation and obesity in adults: systematic review and meta-analyses.,33904994,Association between clinical measures of gingival inflammation and obesity in adults: systematic review and meta-analyses.,Review,17,0.1950566801612437,0.6438660025596619,0.8067200183868408,0.8209460973739624,0.6499150991439819,0.6499150991439819,0.8087744247171563,0.8497344255447388,0.7693960070610046,0.7403665781021118,0.582754909992218,0.6958801746368408,-0.0520396863143735,0.3133234530400708,0.2439566431748916,0.2597709171001314,0.8400470499865894,,0.6248242855072021,0.8176753520965576,0.7706149816513062,0.6729457378387451,0.6022129058837891,0.740651547908783,0.6973308324813843,0.6973308324813843
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,14,0.2777318543661696,0.6309553384780884,0.6344929933547974,0.6412865519523621,0.5638355016708374,0.5638355016708374,0.1823664793869383,0.6599887609481812,0.4196960926055908,0.3780055046081543,0.3236064910888672,0.3568408489227295,-0.0531463329079993,,0.3738886371439319,0.2875787460892471,0.2421681503061804,,0.3838373124599457,0.6551898121833801,0.4835810661315918,0.1524664908647537,0.5139544010162354,0.5434081554412842,0.4904837012290954,0.4904837012290954
Review::35061134::Role of proinflammatory mutations in peri-implantitis: systematic review and meta-analysis.,35061134,Role of proinflammatory mutations in peri-implantitis: systematic review and meta-analysis.,Review,12,0.1876233978149434,0.6123881340026855,0.4084191620349884,0.6321285963058472,0.6097027659416199,0.6097027659416199,0.4539887179982933,0.4592175483703613,0.2933393120765686,0.4985345602035522,0.5177117586135864,0.4810171723365783,,,0.3243831106269303,0.1950140531652913,0.5341079802279558,,0.5389883518218994,0.4405901432037353,0.4658465981483459,0.564987063407898,0.4793968200683594,0.2933393120765686,0.4211315512657165,0.4211315512657165
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,13,0.2954957887490865,0.7020264863967896,0.4011298716068268,0.4128469824790954,0.4986802041530609,0.4986802041530609,0.6351265635924024,0.7222506999969482,0.4164822399616241,0.5117251873016357,0.4581552147865295,0.5192999243736267,0.0662388014282501,,0.2687652065415216,0.6477325024654339,0.2816239544548796,,0.0996733456850051,0.6087809205055237,0.4876075983047485,0.1720155030488968,-0.0237374473363161,0.3803290128707886,0.405098557472229,0.405098557472229
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,15,0.2597978615175358,0.6667324304580688,0.3992871046066284,0.6012998819351196,0.5143305659294128,0.5143305659294128,0.2714600047019987,0.3226338922977447,0.2990472912788391,0.6039137840270996,0.5231883525848389,0.1492655426263809,,,0.2905272208063776,0.2202172964749412,0.1846061514402438,,0.153171420097351,0.4833151698112488,0.6537156105041504,0.141465276479721,0.0487937144935131,0.2290187776088714,0.5084480047225952,0.5084480047225952
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,16,0.1876532563583056,0.4304121732711792,0.7235206365585327,0.6665201783180237,0.2588945627212524,0.2588945627212524,0.3586278454712753,0.5605529546737671,0.5367286205291748,0.5734560489654541,0.4737921357154846,0.3851129710674286,-0.113910503902775,,0.1564409422594252,0.2686844607829494,0.1885723820965245,,0.3555335998535156,0.5981554388999939,0.5060827136039734,0.2581460475921631,0.3121985197067261,0.5367286205291748,0.5887022018432617,0.5887022018432617
Review::34495401::Prevalence of red and orange microbial complexes in endodontic-periodontal lesions: a systematic review and meta-analysis.,34495401,Prevalence of red and orange microbial complexes in endodontic-periodontal lesions: a systematic review and meta-analysis.,Review,15,0.2715669620493785,0.7716749906539917,0.3744839429855346,0.3481002449989319,0.6000226736068726,0.6000226736068726,0.5562798866941229,0.8175822496414185,0.531031608581543,0.5190116167068481,0.4913837909698486,0.4294179081916809,,,0.233664555281957,0.3970614311828715,0.6411754716596092,,-0.007879527285695,0.829207718372345,0.4001936912536621,0.0070060174912214,0.0395818427205085,0.5992899537086487,0.566983163356781,0.566983163356781
